Date,Open,High,Low,Close,Adj Close,Volume
5/23/2019,12923.72852,12994.35059,12570.62109,12923.72852,12923.72852,9085084
5/24/2019,12676.55371,13488.7002,12570.62109,12570.62109,12570.62109,23351001
5/27/2019,12570.62109,13064.97168,12570.62109,12994.35059,12994.35059,9651824
5/28/2019,12605.93262,13029.66113,12605.93262,12711.86426,12711.86426,11597677
5/29/2019,12711.86426,12782.48633,12500,12570.62109,12570.62109,9504645
5/30/2019,12500,12782.48633,12500,12782.48633,12782.48633,13507733
5/31/2019,12711.86426,12782.48633,12500,12500,12500,12483215
6/3/2019,12429.37891,13206.21484,12323.44629,13135.59277,13135.59277,876872
6/4/2019,12641.24316,13100.28223,12500,12994.35059,12994.35059,21137538
6/5/2019,12994.35059,12994.35059,12500,12535.31055,12535.31055,10834977
6/6/2019,12570.62109,13064.97168,12500,12959.03906,12959.03906,438662
6/7/2019,12641.24316,12994.35059,12641.24316,12994.35059,12994.35059,398816
6/10/2019,12994.35059,12994.35059,12747.1748,12888.41797,12888.41797,5780862
6/11/2019,12888.41797,13064.97168,12782.48633,12959.03906,12959.03906,356902
6/12/2019,12959.03906,13100.28223,12817.79688,12817.79688,12817.79688,5260709
6/13/2019,12923.72852,12959.03906,12782.48633,12888.41797,12888.41797,15403205
6/14/2019,12888.41797,13029.66113,12817.79688,12853.10742,12853.10742,3949011
6/17/2019,12782.48633,13347.45801,12782.48633,13100.28223,13100.28223,2650029
6/18/2019,12959.03906,13170.9043,12959.03906,13135.59277,13135.59277,6808621
6/19/2019,13135.59277,13135.59277,12923.72852,13100.28223,13100.28223,234942
6/20/2019,12994.35059,13241.52539,12994.35059,13064.97168,13064.97168,16409259
6/21/2019,13135.59277,13170.9043,12923.72852,12923.72852,12923.72852,430548
6/24/2019,12853.10742,13241.52539,12853.10742,13206.21484,13206.21484,14815990
6/25/2019,12994.35059,13206.21484,12959.03906,13135.59277,13135.59277,7311317
6/26/2019,12994.35059,13170.9043,12994.35059,13029.66113,13029.66113,66537
6/27/2019,13100.28223,13206.21484,12959.03906,13206.21484,13206.21484,239119
6/28/2019,12959.03906,13276.83594,12853.10742,13276.83594,13276.83594,18596158
7/1/2019,13064.97168,13312.14648,13064.97168,13276.83594,13276.83594,167017
7/2/2019,13135.59277,13276.83594,12959.03906,13206.21484,13206.21484,91289
7/3/2019,13206.21484,13206.21484,12923.72852,12923.72852,12923.72852,75416
7/4/2019,12923.72852,13206.21484,12923.72852,13170.9043,13170.9043,28596728
7/5/2019,13170.9043,13206.21484,12959.03906,12959.03906,12959.03906,2617164
7/8/2019,12959.03906,13135.59277,12923.72852,12994.35059,12994.35059,1952876
7/9/2019,13100.28223,13100.28223,12747.1748,13064.97168,13064.97168,14429748
7/10/2019,12923.72852,13135.59277,12853.10742,13064.97168,13064.97168,11658636
7/11/2019,13064.97168,13170.9043,13029.66113,13100.28223,13100.28223,1898360
7/12/2019,13100.28223,13135.59277,12853.10742,12853.10742,12853.10742,61440
7/15/2019,12853.10742,12994.35059,12711.86426,12888.41797,12888.41797,171590
7/16/2019,12923.72852,12923.72852,12782.48633,12888.41797,12888.41797,1243729
7/17/2019,12782.48633,12994.35059,12711.86426,12923.72852,12923.72852,245699
7/18/2019,12747.1748,12853.10742,12217.51367,12217.51367,12217.51367,699192
7/19/2019,12570.62109,12923.72852,12358.75684,12923.72852,12923.72852,685060
7/22/2019,12782.48633,12923.72852,12711.86426,12711.86426,12711.86426,5842054
7/23/2019,12711.86426,12817.79688,12605.93262,12711.86426,12711.86426,4958039
7/24/2019,12641.24316,12782.48633,12641.24316,12676.55371,12676.55371,5595210
7/25/2019,12676.55371,12676.55371,12570.62109,12605.93262,12605.93262,87961
7/26/2019,12358.75684,12676.55371,12358.75684,12464.68945,12464.68945,4491113
7/29/2019,12394.06738,12782.48633,12394.06738,12782.48633,12782.48633,823758
7/30/2019,12500,12853.10742,12500,12676.55371,12676.55371,89916
7/31/2019,12429.37891,12747.1748,12429.37891,12676.55371,12676.55371,628180
8/1/2019,12464.68945,12711.86426,12464.68945,12500,12500,3869658
8/2/2019,12500,12747.1748,12358.75684,12535.31055,12535.31055,860064
8/5/2019,12570.62109,12570.62109,12358.75684,12570.62109,12570.62109,307342
8/6/2019,12288.13574,12676.55371,12288.13574,12676.55371,12676.55371,126873
8/7/2019,12711.86426,12711.86426,12358.75684,12358.75684,12358.75684,135242
8/8/2019,12358.75684,12605.93262,12146.89258,12429.37891,12429.37891,273429
8/9/2019,12464.68945,12500,12182.20313,12500,12500,2454565
8/12/2019,12288.13574,12500,12252.8252,12252.8252,12252.8252,118802
8/13/2019,12182.20313,12464.68945,12146.89258,12146.89258,12146.89258,99629
8/14/2019,12394.06738,12394.06738,12076.27148,12076.27148,12076.27148,74778
8/15/2019,12076.27148,12711.86426,11899.71777,12711.86426,12711.86426,176376
8/16/2019,12500,12500,12288.13574,12323.44629,12323.44629,22083836
8/19/2019,12464.68945,12464.68945,12146.89258,12288.13574,12288.13574,2281275
8/20/2019,12429.37891,12429.37891,12005.64941,12288.13574,12288.13574,7239526
8/21/2019,12076.27148,12535.31055,12040.96094,12323.44629,12323.44629,4341385
8/22/2019,12182.20313,12394.06738,12182.20313,12358.75684,12358.75684,64428
8/23/2019,12429.37891,12429.37891,12288.13574,12323.44629,12323.44629,15989089
8/26/2019,12217.51367,12217.51367,11864.40723,11899.71777,11899.71777,5943413
8/27/2019,12005.64941,12217.51367,12005.64941,12111.58203,12111.58203,6635687
8/28/2019,11970.33887,12217.51367,11935.02832,12146.89258,12146.89258,6719288
8/29/2019,11864.40723,12146.89258,11864.40723,12076.27148,12076.27148,73334
8/30/2019,11758.47461,12146.89258,11758.47461,11935.02832,11935.02832,2829691
9/3/2019,11935.02832,11935.02832,11723.16406,11935.02832,11935.02832,13879348
9/4/2019,11935.02832,11970.33887,11758.47461,11899.71777,11899.71777,6833601
9/5/2019,11899.71777,12076.27148,11758.47461,11793.78516,11793.78516,3426
9/6/2019,11723.16406,11935.02832,11723.16406,11935.02832,11935.02832,10762095
9/9/2019,11935.02832,12005.64941,11723.16406,12005.64941,12005.64941,65858
9/10/2019,11793.78516,11935.02832,11758.47461,11899.71777,11899.71777,4739408
9/11/2019,11793.78516,11899.71777,11723.16406,11864.40723,11864.40723,30288
9/12/2019,11758.47461,11864.40723,11723.16406,11864.40723,11864.40723,70247
9/13/2019,11864.40723,11864.40723,11687.85352,11864.40723,11864.40723,174776
9/16/2019,11370.05664,11864.40723,11370.05664,11864.40723,11864.40723,7887509
9/17/2019,11511.2998,11935.02832,11511.2998,11793.78516,11793.78516,225228
